id	name	formula	inchi	solubility	vendor	vendor_id	hmdb_id	chebi_id	lipidmaps_id	cas_id	pubchem_id	lot_num	location	purchase_date	Average Molecular weight (g/mol)	Exact mass	m/z_Neg mode	m/z_Pos Mode	Adducts Na	Adducts NH4	Class	Retention time	Date of Prep	Protocol ID	Comments	Sample weight for stock (mg) 
381	L-NORVALINE	C5H11NO2		Methano/water	IROA	MSMLS_2E7					65098															
382	3-HYDROXY-3-METHYLGLUTARATE	C6H10O5		Methano/water	IROA	MSMLS_2E8					1662															
383	PHOSPHONOACETATE	C2H5O5P		Methano/water	IROA	MSMLS_2E9					546															
387	4-HYDROXY-L-PROLINE	C5H9NO3		Methano/water	IROA	MSMLS_2F1					69248															
396	N-METHYL-D-ASPARTIC ACID	C5H9NO4		Methano/water	IROA	MSMLS_2F10					22880															
397	GALACTARATE	C6H10O8		Methano/water	IROA	MSMLS_2F11					3037582															
398	L-HISTIDINE	C6H9N3O2		Methano/water	IROA	MSMLS_2F12					6274															
388	6-DEOXY-L-GALACTOSE	C6H12O5		Methano/water	IROA	MSMLS_2F2					17106															
389	HOMOCYSTINE	C8H16N2O4S2		Methano/water	IROA	MSMLS_2F3					10010															
390	N-METHYL-L-GLUTAMATE	C6H11NO4		Methano/water	IROA	MSMLS_2F4					439377															
391	D-ORNITHINE	C5H12N2O2		Methano/water	IROA	MSMLS_2F5					71082															
392	XANTHOSINE	C10H12N4O6		Methano/water	IROA	MSMLS_2F6					64959															
393	3-METHYLCROTONYL-COA	C26H42N7O17P3S		Methano/water	IROA	MSMLS_2F7					439869															
394	THYROTROPIN RELEASING HORMONE	C16H22N6O4		Methano/water	IROA	MSMLS_2F8					638678															
395	3'-CMP	C9H14N3O8P		Methano/water	IROA	MSMLS_2F9					6131															
399	NICOTINIC ACID ADENINE DINUCLEOTIDE PHOSPHATE	C21H28N6O18P3		Methano/water	IROA	MSMLS_2G1					123953															
408	AGMATINE SULFATE	C5H14N4		Methano/water	IROA	MSMLS_2G10					199															
409	GLYCOLALDEHYDE DIMER	C4H8O4		Methano/water	IROA	MSMLS_2G11					756															
410	2'-DEOXYGUANOSINE 5'-TRIPHOSPHATE	C10H16N5O13P3		Methano/water	IROA	MSMLS_2G12					65103															
400	N-ALPHA-ACETYL-L-ASPARAGINE	C6H10N2O4		Methano/water	IROA	MSMLS_2G2					99715															
401	L-PIPECOLIC ACID	C6H11NO2		Methano/water	IROA	MSMLS_2G3					439227															
402	D-GLUCOSE 6-PHOSPHATE	C6H13O9P		Methano/water	IROA	MSMLS_2G4					5958															
403	BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE	C21H28N7O17P3		Methano/water	IROA	MSMLS_2G5					5886															
404	CARBAMOYL PHOSPHATE	CH4NO5P		Methano/water	IROA	MSMLS_2G6					278															
405	ISOPENTENYL PYROPHOSPHATE	C5H21N3O7P2		Methano/water	IROA	MSMLS_2G7					1195															
406	GUANOSINE 5'-TRIPHOSPHATE	C10H16N5O14P3		Methano/water	IROA	MSMLS_2G8					6830															
407	THYMIDINE-5'-DIPHOSPHO-ALPHA-D-GLUCOSE	C16H26N2O16P2		Methano/water	IROA	MSMLS_2G9					443210															
411	N-ACETYLGLYCINE 	C4H7NO3		Methano/water	IROA	MSMLS_2H1					10972															
420	L-CYSTEIC ACID	C3H9NO6S		Methano/water	IROA	MSMLS_2H10					72886															
421	ADENOSINE 5'-MONOPHOSPHATE	C10H14N5O7P		Methano/water	IROA	MSMLS_2H11					6083															
422	D-GLUCONATE	C6H10O6		Methano/water	IROA	MSMLS_2H12					10690															
412	N-ACETYL-L-ASPARTIC ACID	C6H9NO5		Methano/water	IROA	MSMLS_2H2					65065															
413	INOSINE 5'-DIPHOSPHATE	C10H14N4O11P2		Methano/water	IROA	MSMLS_2H3					6831															
414	2'-DEOXYADENOSINE 5'-DIPHOSPHATE	C10H15N5O9P2		Methano/water	IROA	MSMLS_2H4					188966															
415	2'-DEOXYGUANOSINE 5'-MONOPHOSPHATE	C10H14N5O7P		Methano/water	IROA	MSMLS_2H5					65059															
416	NICOTINAMIDE HYPOXANTHINE DINUCLEOTIDE	C21H27N6O15P2		Methano/water	IROA	MSMLS_2H6					440334															
417	S-(5'-ADENOSYL)-L-METHIONINE	C22H30N6O8S2		Methano/water	IROA	MSMLS_2H7					34755															
418	6-PHOSPHOGLUCONIC ACID	C6H13O10P		Methano/water	IROA	MSMLS_2H8					91493															
419	ALPHA-HYDROXYISOBUTYRIC ACID	C4H8O3		Methano/water	IROA	MSMLS_2H9					11671															
423	PUTRESCINE	C4H12N2		Methano/water	IROA	MSMLS_3A1					1045															
432	6-HYDROXYDOPAMINE	C8H11NO3		Methano/water	IROA	MSMLS_3A10					4624															
433	THIAMINE	C12H17N4OS		Methano/water	IROA	MSMLS_3A11					1130															
434	2'-DEOXYGUANOSINE 5'-DIPHOSPHATE	C10H15N5O10P2		Methano/water	IROA	MSMLS_3A12					439220															
424	DEOXYCARNITINE	C7H15NO2		Methano/water	IROA	MSMLS_3A2					725															
425	ADENOSINE 2',3'-CYCLIC MONOPHOSPHATE	C10H13N5O4		Methano/water	IROA	MSMLS_3A3					101812															
426	MEVALOLACTONE	C6H10O3		Methano/water	IROA	MSMLS_3A4					10428															
427	URIDINE 5'-DIPHOSPHOGLUCOSE	C15H24N2O17P2		Methano/water	IROA	MSMLS_3A5					8629															
428	GAMMA,GAMMA-DIMETHYLALLYL PYROPHOSPHATE	C5H21N3O7P2		Methano/water	IROA	MSMLS_3A6					1195															
429	2'-DEOXYURIDINE 5'-TRIPHOSPHATE	C9H15N2O14P3		Methano/water	IROA	MSMLS_3A7					65070															
430	PHOSPHOCHOLINE	C5H14NO4P		Methano/water	IROA	MSMLS_3A8					1014															
431	URIDINE 5'-TRIPHOSPHATE	C9H15N2O15P3		Methano/water	IROA	MSMLS_3A9					337															
435	5-METHYLCYTOSINE HYDROCLORIDE	C5H7N3O		Methano/water	IROA	MSMLS_3B1					65040															
444	PHOSPHO(ENOL)PYRUVIC ACID	C3H5O6P		Methano/water	IROA	MSMLS_3B10					1005															
445	D-MANNOSE 6-PHOSPHATE	C6H13O9P		Methano/water	IROA	MSMLS_3B11					65127															
446	D-(-)-3-PHOSPHOGLYCERIC ACID	C3H7O7P		Methano/water	IROA	MSMLS_3B12					724															
436	D-GLYCERIC ACID	C3H6O4		Methano/water	IROA	MSMLS_3B2					439194															
437	CYTIDINE 2',3'-CYCLIC MONO-PHOS-PHATE	C9H12N3O7P		Methano/water	IROA	MSMLS_3B3					53481030															
438	NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE	C9H20N2O2		Methano/water	IROA	MSMLS_3B4					440120															
439	PHOSPHO(ENOL)PYRUVIC ACID	C3H5O6P		Methano/water	IROA	MSMLS_3B5					1005															
440	GUANOSINE 5'-DIPHOSPHOGLUCOSE	C10H15N5O11P2		Methano/water	IROA	MSMLS_3B6					46173703															
441	ALPHA-D-GALACTOSE 1-PHOSPHATE	C6H13O9P		Methano/water	IROA	MSMLS_3B7					123912															
442	PYRIDOXAL 5'-PHOSPHATE	C8H12NO7P		Methano/water	IROA	MSMLS_3B8					1051															
443	DIHYDROXYACETONE PHOSPHATE	C3H5Li2O6P		Methano/water	IROA	MSMLS_3B9					668															
447	L-CARNITINE	C7H15NO3		Methano/water	IROA	MSMLS_3C1					10917															
456	OCTOPAMINE	C8H11NO2		Methano/water	IROA	MSMLS_3C10					440266															
457	NALPHA-ACETYL-L-LYSINE	C8H16N2O3		Methano/water	IROA	MSMLS_3C11					92907															
458	URIDINE 5'-DIPHOSPHOGALACTOSE	C15H24N2O17P2		Methano/water	IROA	MSMLS_3C12					23724458															
448	2-AMINOETHYL DIHYDROGEN PHOSPHATE	C2H8NO4P		Methano/water	IROA	MSMLS_3C2					1015															
449	O-ACETYL-L-SERINE	C5H9NO4		Methano/water	IROA	MSMLS_3C3					99478															
450	THYMIDINE 5'-MONOPHOSPHATE	C10H15N2O8P		Methano/water	IROA	MSMLS_3C4					9700															
451	ADENOSINE 3',5'-CYCLIC MONOPHOSPHATE	C10H12N5O6P		Methano/water	IROA	MSMLS_3C5					6076															
452	ADENOSINE-5'-DIPHOSPHOGLUCOSE	C10H15N5O10P2		Methano/water	IROA	MSMLS_3C6					16500															
453	D-FRUCTOSE 6-PHOSPHATE	C6H13O9P		Methano/water	IROA	MSMLS_3C7					439160															
454	ADENOSINE 3',5'-DIPHOSPHATE	C10H15N5O10P2		Methano/water	IROA	MSMLS_3C8					159296															
455	3-NITRO-L-TYROSINE	C9H10N2O5		Methano/water	IROA	MSMLS_3C9					65124															
459	SPERMIDINE	C7H19N3		Methano/water	IROA	MSMLS_3D1					1102															
468	OROTIC ACID	C5H6N2O5		Methano/water	IROA	MSMLS_3D10					967															
469	LAUROYLCARNITINE	C19H37NO4		Methano/water	IROA	MSMLS_3D11					168381															
470	1-METHYLNICOTINAMIDE	C7H9N2O		Methano/water	IROA	MSMLS_3D12					457															
460	PYRIDOXAMINE	C8H12N2O2		Methano/water	IROA	MSMLS_3D2					1052															
461	5-AMINOLEVULINIC ACID	C5H9NO3		Methano/water	IROA	MSMLS_3D3					137															
462	2'-DEOXYURIDINE 5'-MONO-PHOS-PHATE	C9H13N2O8P		Methano/water	IROA	MSMLS_3D4					65063															
463	ADENOSINE 5'-TRIPHOSPHATE	C10H16N5O13P3		Methano/water	IROA	MSMLS_3D5					5957															
464	D-RIBULOSE 1,5-BISPHOSPHATE	C5H12O11P2		Methano/water	IROA	MSMLS_3D6					14036595															
465	XANTHOSINE 5'-MONOPHOSPHATE	C10H13N4O9P		Methano/water	IROA	MSMLS_3D7					73323															
466	FLAVIN ADENINE DINUCLEOTIDE	C27H33N9O15P2		Methano/water	IROA	MSMLS_3D8					643975															
467	2'-DEOXYGUANOSINE	C10H15N5O5		Methano/water	IROA	MSMLS_3D9					187790															
471	SPERMINE	C10H26N4		Methano/water	IROA	MSMLS_3E1					1103															
480	O-PHOSPHO-DL-SERINE	C3H8NO6P		Methano/water	IROA	MSMLS_3E10					106															
481	S-(5'-ADENOSYL)-L-HOMOCYSTEINE	C14H20N6O5S		Methano/water	IROA	MSMLS_3E11					439155															
482	L-ORNITHINE	C5H12N2O2		Methano/water	IROA	MSMLS_3E12					6262															
472	N-ACETYL-DL-METHIONINE	C7H13NO3S		Methano/water	IROA	MSMLS_3E2					6180															
473	CARBAMOYLPHOSPHATE	CH4NO5P		Methano/water	IROA	MSMLS_3E3					278															
474	5-PHOSPHO-D-RIBOSE 1-DIPHOSPHATE	C5H13O14P3		Methano/water	IROA	MSMLS_3E4					7339															
475	5-AMINOIMIDAZOLE-4-CARBOXAMIDE-1-BETA-D-RIBOFURANOSYL 5'-MONOPHOSPHATE	C9H15N4O8P		Methano/water	IROA	MSMLS_3E5					65110															
476	URIDINE 5'-DIPHOSPHO-N-ACETYLGALACTOSAMINE	C17H27N3O17P2		Methano/water	IROA	MSMLS_3E6					23724461															
477	GLYCERALDEHYDE 3-PHOSPHATE DIETHYL ACETAL	C3H7O6P		Methano/water	IROA	MSMLS_3E7					16219421															
478	GUANOSINE 3',5'-CYCLIC MONOPHOSPHATE	C10H12N5O7P		Methano/water	IROA	MSMLS_3E8					24316															
479	L-HOMOCYSTEINE THIOLACTONE	C4H7NOS		Methano/water	IROA	MSMLS_3E9					134505															
483	ADENINE	C5H5N5		Methano/water	IROA	MSMLS_3F1					190															
492	HISTAMINE	C5H9N3		Methano/water	IROA	MSMLS_3F10					774															
493	INDOXYL SULFATE	C8H7NO		Methano/water	IROA	MSMLS_3F11					92769															
494	ETHYL 3-UREIDOPROPIONATE	C6H12N2O3		Methano/water	IROA	MSMLS_3F12					3613685															
484	DL-NORMETANEPHRINE	C9H13NO3		Methano/water	IROA	MSMLS_3F2					1237															
485	URIDINE 5'-DIPHOSPHO-N-ACETYLGLUCOSAMINE	C17H27N3O17P2		Methano/water	IROA	MSMLS_3F3					445675															
486	GUANOSINE 5'-DIPHOSPHATE	C10H15N5O11P2		Methano/water	IROA	MSMLS_3F4					8977															
487	PHOSPHOCREATINE	C4H10N3O5P		Methano/water	IROA	MSMLS_3F5					9548602															
488	URIDINE 5'-DIPHOSPHOGLUCURONIC ACID	C15H22N2O18P2		Methano/water	IROA	MSMLS_3F6					17473															
489	2,3-DIPHOSPHO-D-GLYCERIC ACID	C3H6O9P2		Methano/water	IROA	MSMLS_3F7					186004															
490	CYTIDINE 5'-DIPHOSPHATE	C9H15N3O11P2		Methano/water	IROA	MSMLS_3F8					6132															
491	SELENOCYSTAMINE	C4H12N2Se2		Methano/water	IROA	MSMLS_3F9					115119															
495	DEOXYRIBOSE	C5H10O4		Methano/water	IROA	MSMLS_3G1					22833604															
504	HYDROXYPYRUVATE	C3H4O4		Methano/water	IROA	MSMLS_3G10					964															
505	D-MANNOSAMINE	C6H13NO5		Methano/water	IROA	MSMLS_3G11					440049															
506	CYTOCHROME C	C42H52FeN8O6S2		Methano/water	IROA	MSMLS_3G12					439171															
496	PHYTIC ACID	C6H18O24P6		Methano/water	IROA	MSMLS_3G2					890															
497	THIAMINE MONOPHOSPHATE	C12H17N4O4PS		Methano/water	IROA	MSMLS_3G3					1131															
498	2,4-DIHYDROXYPYRIMIDINE-5-CARBOXYLIC ACID	C5H4N2O4		Methano/water	IROA	MSMLS_3G4					90301															
499	S-HEXYL-GLUTATHIONE	C16H29N3O6S		Methano/water	IROA	MSMLS_3G5					97536															
500	GLYOXYLIC ACID	C2H4O4		Methano/water	IROA	MSMLS_3G6					760															
501	GUANOSINE 5'-MONOPHOSPHATE	C10H14N5O8P		Methano/water	IROA	MSMLS_3G7					6804															
502	N-ACETYL-L-ALANINE	C5H9NO3		Methano/water	IROA	MSMLS_3G8					88064															
503	4-GUANIDINOBUTANOATE	C5H11N3O2		Methano/water	IROA	MSMLS_3G9					500															
507	O-ACETYL-L-CARNITINE	C9H17NO4		Methano/water	IROA	MSMLS_3H1					439756															
516	ERYTHRITOL	C4H10O4		Methano/water	IROA	MSMLS_3H10					222285															
517	GLUCOSAMINATE	C6H13NO6		Methano/water	IROA	MSMLS_3H11					73563															
518	URIDINE 5'-TRIPHOSPHATE	C9H15N2O15P3		Methano/water	IROA	MSMLS_3H12					6133															
508	RIBOFLAVIN	C17H20N4O6		Methano/water	IROA	MSMLS_3H2					493570															
509	METHYL BETA-D-GALACTOSIDE	C7H14O6		Methano/water	IROA	MSMLS_3H3					94214															
510	GLUTARIC ACID	C5H8O4		Methano/water	IROA	MSMLS_3H4					743															
511	DIHYDROXYFUMARIC ACID	C4H6O7		Methano/water	IROA	MSMLS_3H5					54678503															
512	CMP	C9H14N3O8P		Methano/water	IROA	MSMLS_3H6					6131															
513	GUANOSINE 5'-DIPHOSPHO-D-MANNOSE	C16H25N5O16P2		Methano/water	IROA	MSMLS_3H7					18396															
514	5'-DEOXYADENOSINE	C10H13N5O3		Methano/water	IROA	MSMLS_3H8					439182															
515	GLUTATHIONE	C10H17N3O6S		Methano/water	IROA	MSMLS_3H9					124886															
519	2'-DEOXYADENOSINE	C10H15N5O4		Methano/water	IROA	MSMLS_4A1					13730															
528	2-AMINO-2-METHYLPROPANOATE	C4H9NO2		Methano/water	IROA	MSMLS_4A10					6119															
529	ANILINE-2-SULFONIC ACID	C6H7NO3S		Methano/water	IROA	MSMLS_4A11					6926															
530	S-CARBOXYMETHYL-L-CYSTEINE	C5H9NO4S		Methano/water	IROA	MSMLS_4A12					193653															
520	N-ACETYLPUTRESCINE	C6H14N2O		Methano/water	IROA	MSMLS_4A2					122356															
521	N-ACETYL-D-GALACTOSAMINE	C8H15NO6		Methano/water	IROA	MSMLS_4A3					84265															
522	N-ACETYL-DL-GLUTAMIC ACID	C7H11NO5		Methano/water	IROA	MSMLS_4A4					185															
523	2,4-DIHYDROXYPTERIDINE	C6H4N4O2		Methano/water	IROA	MSMLS_4A5					10250															
524	6-HYDROXYNICOTINATE	C6H5NO3		Methano/water	IROA	MSMLS_4A6					72924															
525	N-ACETYL-L-CYSTEINE	C5H9NO3S		Methano/water	IROA	MSMLS_4A7					12035															
526	INOSINE 5'-MONOPHOSPHATE	C10H13N4O8P		Methano/water	IROA	MSMLS_4A8					8582															
527	D-PANTOTHENIC ACID	C9H17NO5		Methano/water	IROA	MSMLS_4A9					6613															
531	L-RHAMNOSE	C6H14O6		Methano/water	IROA	MSMLS_4B1					25310															
540	D-(+)-RAFFINOSE	C18H42O21		Methano/water	IROA	MSMLS_4B10					439242															
541	MESO-TARTARIC ACID	C4H8O7		Methano/water	IROA	MSMLS_4B11					447315															
542	2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOSYLAMINE	C8H16N2O5		Methano/water	IROA	MSMLS_4B12					46779877															
532	THIAMINE PYROPHOSPHATE	C12H17N4OS		Methano/water	IROA	MSMLS_4B2					1132															
533	L-HISTIDINOL	C6H11N3O		Methano/water	IROA	MSMLS_4B3					165271															
534	THYMIDINE 5'-MONOPHOSPHATE	C10H15N2O8P		Methano/water	IROA	MSMLS_4B4					9700															
535	3-UREIDOPROPIONATE	C4H8N2O3		Methano/water	IROA	MSMLS_4B5					111															
536	5-AMINOPENTANOATE	C5H11NO2		Methano/water	IROA	MSMLS_4B6					138															
537	NORLEUCINE	C6H13NO2		Methano/water	IROA	MSMLS_4B7					21236															
538	N-FORMYLGLYCINE	C3H5NO3		Methano/water	IROA	MSMLS_4B8					75606															
539	ADENOSINE	C10H13N5O4		Methano/water	IROA	MSMLS_4B9					60961															
543	D-SACCHARIC ACID	C6H10O8		Methano/water	IROA	MSMLS_4C1					33037															
552	L-METHIONINE SULFOXIMINE	C5H12N2O3S		Methano/water	IROA	MSMLS_4C10					89034															
553	CIS-4-HYDROXY-D-PROLINE	C5H9NO3		Methano/water	IROA	MSMLS_4C11					440014															
554	N1-ACETYLSPERMINE	C12H28N4O		Methano/water	IROA	MSMLS_4C12					916															
544	ADENOSINE 5'-TRIPHOSPHATE	C10H16N5O13P3		Methano/water	IROA	MSMLS_4C2					5957															
545	3-METHOXY-L-TYROSINE	C10H17NO6		Methano/water	IROA	MSMLS_4C3					9307															
546	D-LACTOSE	C12H24O12		Methano/water	IROA	MSMLS_4C4					440995															
547	3-HYDROXYBUTANOIC ACID	C4H8O3		Methano/water	IROA	MSMLS_4C5					92135															
548	4-IMIDAZOLEACETIC ACID	C5H6N2O2		Methano/water	IROA	MSMLS_4C6					96215															
549	D-(+)-GALACTURONIC ACID	C6H12O8		Methano/water	IROA	MSMLS_4C7					441476															
550	CYTIDINE 5'-TRIPHOSPHATE	C9H16N3O14P3		Methano/water	IROA	MSMLS_4C8					6176															
551	3',5'-CYCLIC AMP	C10H12N5O6P		Methano/water	IROA	MSMLS_4C9					6076															
555	MESOXALATE	C3H2O5		Methano/water	IROA	MSMLS_4D1					10132															
564	5-HYDROXY-L-TRYPTOPHAN	C11H12N2O3		Methano/water	IROA	MSMLS_4D10					144															
565	D-ALANINE	C3H7NO2		Methano/water	IROA	MSMLS_4D11					71080															
566	THEOBROMINE	C7H8N4O2		Methano/water	IROA	MSMLS_4D12					5429															
556	BETA-NICOTINAMIDE ADENINE DINUCLEOTIDE 2'-PHOSPHATE REDUCED	C21H28N7O17P3		Methano/water	IROA	MSMLS_4D2					5886															
557	3-METHYLHISTAMINE	C6H11N3		Methano/water	IROA	MSMLS_4D3					69520															
558	MALEAMATE	C4H5NO3		Methano/water	IROA	MSMLS_4D4					5280451															
559	CHOLINE	C5H14NO		Methano/water	IROA	MSMLS_4D5					305															
560	4-AMINOBUTANOATE	C4H9NO2		Methano/water	IROA	MSMLS_4D6					119															
561	FORMYL-L-METHIONYL PEPTIDE	C6H11NO3S		Methano/water	IROA	MSMLS_4D7					6995182															
562	ACETYLCHOLINE	C7H16NO2		Methano/water	IROA	MSMLS_4D8					6060															
563	OXALIC ACID	C2H6O6		Methano/water	IROA	MSMLS_4D9					971															
567	N-AMIDINO-L-ASPARTATE	C5H9N3O4		Methano/water	IROA	MSMLS_4E1					439918															
576	BILIVERDIN	C33H34N4O6		Methano/water	IROA	MSMLS_4E10					5280353															
577	DL-5-HYDROXYLYSINE	C6H14N2O3		Methano/water	IROA	MSMLS_4E11					1029															
578	CYSTEAMINE	C2H7NS		Methano/water	IROA	MSMLS_4E12					6058															
568	L-HISTIDINE	C6H9N3O2		Methano/water	IROA	MSMLS_4E2					6274															
569	L-ALLOTHREONINE	C4H9NO3		Methano/water	IROA	MSMLS_4E3					99289															
570	CREATINE PHOSPHATE	C4H10N3O5P		Methano/water	IROA	MSMLS_4E4					9548602															
571	SPERMIDINE	C7H19N3		Methano/water	IROA	MSMLS_4E5					1102															
572	ADENOSINE 5'-DIPHOSPHORIBOSE	C15H23N5O14P2		Methano/water	IROA	MSMLS_4E6					445794															
573	2-METHOXYETHANOL	C3H8O2		Methano/water	IROA	MSMLS_4E7					8019															
574	CITRAMALATE	C5H8O5		Methano/water	IROA	MSMLS_4E8					1081															
575	L-ANSERINE	C10H17N5O6		Methano/water	IROA	MSMLS_4E9					112072															
579	OPHTHALMIC ACID	C11H19N3O6		Methano/water	IROA	MSMLS_4F1					7018721															
588	INOSINE 5'-TRIPHOSPHATE	C10H15N4O14P3		Methano/water	IROA	MSMLS_4F10					8583															
589	SN-GLYCERO-3-PHOSPHOCHOLINE	C8H21NO6P		Methano/water	IROA	MSMLS_4F11					439285															
590	2,5-DIMETHYLPYRAZINE	C6H8N2		Methano/water	IROA	MSMLS_4F12					31252															
580	L-2,3-DIAMINOPROPIONIC ACID	C3H8N2O2		Methano/water	IROA	MSMLS_4F2					97328															
581	TRIGONELLINE	C7H7NO2		Methano/water	IROA	MSMLS_4F3					5570															
582	EPINEPHRINE	C9H13NO3		Methano/water	IROA	MSMLS_4F4					5816															
583	3,4-DIHYDROXYPHENYL GLYCOL	C8H10O4		Methano/water	IROA	MSMLS_4F5					91528															
584	CADAVERINE	C5H14N2		Methano/water	IROA	MSMLS_4F6					273															
585	2-HYDROXYBUTYRIC ACID	C4H8O3		Methano/water	IROA	MSMLS_4F7					440864															
586	COENZYME A	C21H36N7O16P3S		Methano/water	IROA	MSMLS_4F8					87642															
587	OXALOMALIC ACID	C6H6O8		Methano/water	IROA	MSMLS_4F9					439620															
591	STACHYOSE	C24H42O21		Methano/water	IROA	MSMLS_4G1					439531															
600	4-HYDROXY-L-PHENYLGLYCINE	C8H9NO3		Methano/water	IROA	MSMLS_4G10					36143															
601	N-ACETYL-DL-SERINE	C5H9NO4		Methano/water	IROA	MSMLS_4G11					352294															
602	URIDINE 5'-DIPHOSPHATE	C9H14N2O12P2		Methano/water	IROA	MSMLS_4G12					6031															
592	2'-DEOXYCYTIDINE 5'-DIPHOSPHATE	C9H15N3O10P2		Methano/water	IROA	MSMLS_4G2					150855															
593	(2R,3R)-(-)-2,3-BUTANEDIOL	C4H10O2		Methano/water	IROA	MSMLS_4G3					225936															
594	D-RIBOSE 5-PHOSPHATE	C5H11O8P		Methano/water	IROA	MSMLS_4G4					439167															
595	3-HYDROXYKYNURENINE	C10H12N2O4		Methano/water	IROA	MSMLS_4G5					89															
596	D-(+)-GALACTOSAMINE	C6H13NO5		Methano/water	IROA	MSMLS_4G6					24154															
597	2'-DEOXYADENOSINE 5'-TRIPHOSPHATE	C10H16N5O12P3		Methano/water	IROA	MSMLS_4G7					15993															
598	SN-GLYCEROL 3-PHOSPHATE	C15H35N2O6P		Methano/water	IROA	MSMLS_4G8					439162															
599	VITAMIN B12	C63H88CoN14O14P		Methano/water	IROA	MSMLS_4G9					5311498															
603	GLYCEROL 2-PHOSPHATE	C3H9O6P		Methano/water	IROA	MSMLS_4H1					2526															
604	ALPHA-D-GLUCOSE 1-PHOSPHATE	C6H13O9P		Methano/water	IROA	MSMLS_4H2					65533															
605	D-GLUCOSAMINE 6-SULFATE	C6H13NO8S		Methano/water	IROA	MSMLS_4H3					72361															
606	3-METHYGLUTARIC ACID	C6H10O4		Methano/water	IROA	MSMLS_5A1					12284															
615	XANTHURENIC ACID	C10H7NO4		Methano/water	IROA	MSMLS_5A10					5699															
616	2-METHYLPROPANAL OXIME	C4H9NO		Methano/water	IROA	MSMLS_5A11					5324282															
617	PROPIONATE	C3H6O2		Methano/water	IROA	MSMLS_5A12					1032															
607	SORBATE	C6H8O2		Methano/water	IROA	MSMLS_5A2					643460															
608	MONO-ETHYL MALONATE	C5H8O4		Methano/water	IROA	MSMLS_5A3					70615															
609	DIMETHYL SULFIDE	C2H6S		Methano/water	IROA	MSMLS_5A4					1068															
610	4-HYDROXYBENZOATE	C7H6O3		Methano/water	IROA	MSMLS_5A5					135															
611	TYRAMINE	C8H11NO		Methano/water	IROA	MSMLS_5A6					5610															
612	CORTISOL	C21H30O5		Methano/water	IROA	MSMLS_5A7					657311															
613	PRENOL	C5H10O		Methano/water	IROA	MSMLS_5A8					11173															
614	3-HYDROXYBENZALDEHYDE	C7H6O2		Methano/water	IROA	MSMLS_5A9					101															
618	TRIMETHYLAMINE	C3H9N		Methano/water	IROA	MSMLS_5B1					1146															
627	2-METHYLPROPANOATE	C4H8O2		Methano/water	IROA	MSMLS_5B10					6590															
628	3-HYDROXYBENZYL ALCOHOL	C7H8O2		Methano/water	IROA	MSMLS_5B11					102															
629	ANILINE	C6H7N		Methano/water	IROA	MSMLS_5B12					6115															
619	MELATONIN	C13H16N2O2		Methano/water	IROA	MSMLS_5B2					896															
620	MALEIC ACID	C4H4O4		Methano/water	IROA	MSMLS_5B3					444266															
621	PENTANOATE	C5H10O2		Methano/water	IROA	MSMLS_5B4					7991															
622	PROPANOATE	C3H6O2		Methano/water	IROA	MSMLS_5B5					1032															
623	BILIRUBIN	C33H36N4O6		Methano/water	IROA	MSMLS_5B6					5280352															
624	(S)-NICOTINE	C10H14N2		Methano/water	IROA	MSMLS_5B7					89594															
625	BUTANAL	C4H8O		Methano/water	IROA	MSMLS_5B8					261															
626	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3		Methano/water	IROA	MSMLS_5B9					3845															
630	4-HYDROXYPHENYLACETATE	C8H8O3		Methano/water	IROA	MSMLS_5C1					127															
639	6-CARBOXYHEXANOATE	C7H12O4		Methano/water	IROA	MSMLS_5C10					385															
640	N-ACETYL-L-PHENYLALANINE	C11H13NO3		Methano/water	IROA	MSMLS_5C11					74839															
641	AMYLOSE	C5H11O4S		Methano/water	IROA	MSMLS_5C12					53477771															
631	3,5-DIIODO-L-TYROSINE	C9H13I2NO5		Methano/water	IROA	MSMLS_5C2					9305															
632	MANDELIC ACID	C8H8O3		Methano/water	IROA	MSMLS_5C3					439616															
633	TRYPTAMINE	C10H12N2		Methano/water	IROA	MSMLS_5C4					1150															
634	BENZOATE	C7H6O2		Methano/water	IROA	MSMLS_5C5					243															
635	GLUTARATE	C5H8O4		Methano/water	IROA	MSMLS_5C6					743															
636	INDOLE-3-ACETATE	C10H9NO2		Methano/water	IROA	MSMLS_5C7					802															
637	CAFFEATE	C9H8O4		Methano/water	IROA	MSMLS_5C8					1549111															
638	LUMICHROME	C12H10N4O2		Methano/water	IROA	MSMLS_5C9					5326566															
642	L-TRYPTOPHANAMIDE	C11H13N3O		Methano/water	IROA	MSMLS_5D1					439356															
651	PHENYLETHANOLAMINE	C8H11NO		Methano/water	IROA	MSMLS_5D10					1000															
652	THIOPURINE S-METHYLETHER	C6H6N4S		Methano/water	IROA	MSMLS_5D11					5778															
653	2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID	C5H11NO2S		Methano/water	IROA	MSMLS_5D12					11427															
643	PHENOL	C6H6O		Methano/water	IROA	MSMLS_5D2					996															
644	N-?-METHYLTRYPTAMINE	C11H13N2		Methano/water	IROA	MSMLS_5D3					6088															
